ay_start,ay_end,sector,sector_encoded,region,region_encoded,shs_available,total_elementary,total_hs,total_shs,total_students,prev_total_elementary,prev_total_hs,prev_total_shs,prev_total_students
2011,2012,Private,1,Region VIII - Eastern Visayas,13,0,25695,37320,0,63015,26152.0,36482.0,0.0,62634.0
2012,2013,Private,1,Region VIII - Eastern Visayas,13,0,27053,37294,0,64347,25695.0,37320.0,0.0,63015.0
2013,2014,Private,1,Region VIII - Eastern Visayas,13,0,26913,35107,0,62020,27053.0,37294.0,0.0,64347.0
2014,2015,Private,1,Region VIII - Eastern Visayas,13,0,25905,35107,0,61012,26913.0,35107.0,0.0,62020.0
2015,2016,Private,1,Region VIII - Eastern Visayas,13,0,25208,33466,0,58674,25905.0,35107.0,0.0,61012.0
2016,2017,Private,1,Region VIII - Eastern Visayas,13,1,22557,34536,13103,70196,25208.0,33466.0,0.0,58674.0
2017,2018,Private,1,Region VIII - Eastern Visayas,13,1,22621,35922,24974,83517,22557.0,34536.0,13103.0,70196.0
2018,2019,Private,1,Region VIII - Eastern Visayas,13,1,23652,36784,26363,86799,22621.0,35922.0,24974.0,83517.0
2019,2020,Private,1,Region VIII - Eastern Visayas,13,1,23234,35474,26762,85470,23652.0,36784.0,26363.0,86799.0
2020,2021,Private,1,Region VIII - Eastern Visayas,13,1,16266,32481,24367,73114,23234.0,35474.0,26762.0,85470.0
2010,2011,Public,0,Region VIII - Eastern Visayas,13,0,777899,288339,0,1066238,,,,
2011,2012,Public,0,Region VIII - Eastern Visayas,13,0,805453,292441,0,1097894,777899.0,288339.0,0.0,1066238.0
2012,2013,Public,0,Region VIII - Eastern Visayas,13,0,804074,300212,0,1104286,805453.0,292441.0,0.0,1097894.0
2013,2014,Public,0,Region VIII - Eastern Visayas,13,0,793876,312449,0,1106325,804074.0,300212.0,0.0,1104286.0
2014,2015,Public,0,Region VIII - Eastern Visayas,13,0,784027,316783,0,1100810,793876.0,312449.0,0.0,1106325.0
2015,2016,Public,0,Region VIII - Eastern Visayas,13,0,766456,326152,0,1092608,784027.0,316783.0,0.0,1100810.0
2016,2017,Public,0,Region VIII - Eastern Visayas,13,1,735399,335245,52394,1123038,766456.0,326152.0,0.0,1092608.0
2017,2018,Public,0,Region VIII - Eastern Visayas,13,1,717578,349000,95907,1162485,735399.0,335245.0,52394.0,1123038.0
2018,2019,Public,0,Region VIII - Eastern Visayas,13,1,700670,365901,108129,1174700,717578.0,349000.0,95907.0,1162485.0
2019,2020,Public,0,Region VIII - Eastern Visayas,13,1,679646,369163,120341,1169150,700670.0,365901.0,108129.0,1174700.0
2020,2021,Public,0,Region VIII - Eastern Visayas,13,1,678933,375109,133025,1187067,679646.0,369163.0,120341.0,1169150.0
2010,2011,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,527,3036,0,3563,,,,
2011,2012,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,502,3271,0,3773,527.0,3036.0,0.0,3563.0
2012,2013,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,481,3187,0,3668,502.0,3271.0,0.0,3773.0
2013,2014,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,526,2809,0,3335,481.0,3187.0,0.0,3668.0
2014,2015,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,536,2339,0,2875,526.0,2809.0,0.0,3335.0
2015,2016,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,261,2027,0,2288,536.0,2339.0,0.0,2875.0
2016,2017,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,540,2242,3052,5834,261.0,2027.0,0.0,2288.0
2017,2018,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,540,2681,5720,8941,540.0,2242.0,3052.0,5834.0
2018,2019,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,558,2836,4048,7442,540.0,2681.0,5720.0,8941.0
2019,2020,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,374,2439,2240,5053,558.0,2836.0,4048.0,7442.0
2020,2021,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,581,2861,2228,5670,374.0,2439.0,2240.0,5053.0
2010,2011,Private,1,Region X - Northern Mindanao,14,0,54330,71401,0,125731,,,,
2011,2012,Private,1,Region X - Northern Mindanao,14,0,53337,67762,0,121099,54330.0,71401.0,0.0,125731.0
2012,2013,Private,1,Region X - Northern Mindanao,14,0,55132,71923,0,127055,53337.0,67762.0,0.0,121099.0
2013,2014,Private,1,Region X - Northern Mindanao,14,0,53604,67890,0,121494,55132.0,71923.0,0.0,127055.0
2014,2015,Private,1,Region X - Northern Mindanao,14,0,56073,67890,0,123963,53604.0,67890.0,0.0,121494.0
2015,2016,Private,1,Region X - Northern Mindanao,14,0,54612,67386,0,121998,56073.0,67890.0,0.0,123963.0
2016,2017,Private,1,Region X - Northern Mindanao,14,1,49833,67058,24350,141241,54612.0,67386.0,0.0,121998.0
2017,2018,Private,1,Region X - Northern Mindanao,14,1,49899,67479,46194,163572,49833.0,67058.0,24350.0,141241.0
2018,2019,Private,1,Region X - Northern Mindanao,14,1,53365,70201,49874,173440,49899.0,67479.0,46194.0,163572.0
2019,2020,Private,1,Region X - Northern Mindanao,14,1,52056,71416,51024,174496,53365.0,70201.0,49874.0,173440.0
2020,2021,Private,1,Region X - Northern Mindanao,14,1,33845,66447,47927,148219,52056.0,71416.0,51024.0,174496.0
2010,2011,Public,0,Region X - Northern Mindanao,14,0,699666,229500,0,929166,,,,
2011,2012,Public,0,Region X - Northern Mindanao,14,0,760533,230578,0,991111,699666.0,229500.0,0.0,929166.0
2012,2013,Public,0,Region X - Northern Mindanao,14,0,758256,231228,0,989484,760533.0,230578.0,0.0,991111.0
2013,2014,Public,0,Region X - Northern Mindanao,14,0,757236,237238,0,994474,758256.0,231228.0,0.0,989484.0
2014,2015,Public,0,Region X - Northern Mindanao,14,0,760080,247217,0,1007297,757236.0,237238.0,0.0,994474.0
2015,2016,Public,0,Region X - Northern Mindanao,14,0,758032,252698,0,1010730,760080.0,247217.0,0.0,1007297.0
2016,2017,Public,0,Region X - Northern Mindanao,14,1,744665,264074,35610,1044349,758032.0,252698.0,0.0,1010730.0
2017,2018,Public,0,Region X - Northern Mindanao,14,1,738254,280185,62974,1081413,744665.0,264074.0,35610.0,1044349.0
2018,2019,Public,0,Region X - Northern Mindanao,14,1,732305,307911,72542,1112758,738254.0,280185.0,62974.0,1081413.0
2019,2020,Public,0,Region X - Northern Mindanao,14,1,720872,321667,81394,1123933,732305.0,307911.0,72542.0,1112758.0
2020,2021,Public,0,Region X - Northern Mindanao,14,1,711556,328315,91784,1131655,720872.0,321667.0,81394.0,1123933.0
2010,2011,SUC-LUC,2,Region X - Northern Mindanao,14,0,490,3294,0,3784,,,,
2011,2012,SUC-LUC,2,Region X - Northern Mindanao,14,0,490,3157,0,3647,490.0,3294.0,0.0,3784.0
2012,2013,SUC-LUC,2,Region X - Northern Mindanao,14,0,490,3157,0,3647,490.0,3157.0,0.0,3647.0
2013,2014,SUC-LUC,2,Region X - Northern Mindanao,14,0,425,2487,0,2912,490.0,3157.0,0.0,3647.0
2014,2015,SUC-LUC,2,Region X - Northern Mindanao,14,0,0,2526,0,2526,425.0,2487.0,0.0,2912.0
2015,2016,SUC-LUC,2,Region X - Northern Mindanao,14,0,0,1320,0,1320,0.0,2526.0,0.0,2526.0
2016,2017,SUC-LUC,2,Region X - Northern Mindanao,14,1,499,3574,4466,8539,0.0,1320.0,0.0,1320.0
2017,2018,SUC-LUC,2,Region X - Northern Mindanao,14,1,499,4658,8226,13383,499.0,3574.0,4466.0,8539.0
2018,2019,SUC-LUC,2,Region X - Northern Mindanao,14,1,516,4779,6206,11501,499.0,4658.0,8226.0,13383.0
2019,2020,SUC-LUC,2,Region X - Northern Mindanao,14,1,493,4726,4515,9734,516.0,4779.0,6206.0,11501.0
2020,2021,SUC-LUC,2,Region X - Northern Mindanao,14,1,480,4916,4964,10360,493.0,4726.0,4515.0,9734.0
2010,2011,Private,1,Region XI - Davao Region,15,0,65528,53011,0,118539,,,,
2011,2012,Private,1,Region XI - Davao Region,15,0,64407,55558,0,119965,65528.0,53011.0,0.0,118539.0
2012,2013,Private,1,Region XI - Davao Region,15,0,69705,58287,0,127992,64407.0,55558.0,0.0,119965.0
2013,2014,Private,1,Region XI - Davao Region,15,0,69375,55845,0,125220,69705.0,58287.0,0.0,127992.0
2014,2015,Private,1,Region XI - Davao Region,15,0,66988,55845,0,122833,69375.0,55845.0,0.0,125220.0
2015,2016,Private,1,Region XI - Davao Region,15,0,68321,56374,0,124695,66988.0,55845.0,0.0,122833.0
2016,2017,Private,1,Region XI - Davao Region,15,1,62908,59018,32728,154654,68321.0,56374.0,0.0,124695.0
2017,2018,Private,1,Region XI - Davao Region,15,1,63576,60203,58664,182443,62908.0,59018.0,32728.0,154654.0
2018,2019,Private,1,Region XI - Davao Region,15,1,65999,63511,64430,193940,63576.0,60203.0,58664.0,182443.0
2019,2020,Private,1,Region XI - Davao Region,15,1,64884,64845,66852,196581,65999.0,63511.0,64430.0,193940.0
2020,2021,Private,1,Region XI - Davao Region,15,1,39975,53728,55356,149059,64884.0,64845.0,66852.0,196581.0
2010,2011,Public,0,Region XI - Davao Region,15,0,698488,245000,0,943488,,,,
2011,2012,Public,0,Region XI - Davao Region,15,0,745378,247004,0,992382,698488.0,245000.0,0.0,943488.0
2012,2013,Public,0,Region XI - Davao Region,15,0,766839,250690,0,1017529,745378.0,247004.0,0.0,992382.0
2013,2014,Public,0,Region XI - Davao Region,15,0,782077,256465,0,1038542,766839.0,250690.0,0.0,1017529.0
2014,2015,Public,0,Region XI - Davao Region,15,0,793405,273594,0,1066999,782077.0,256465.0,0.0,1038542.0
2015,2016,Public,0,Region XI - Davao Region,15,0,791036,283756,0,1074792,793405.0,273594.0,0.0,1066999.0
2016,2017,Public,0,Region XI - Davao Region,15,1,756948,301222,30075,1088245,791036.0,283756.0,0.0,1074792.0
2017,2018,Public,0,Region XI - Davao Region,15,1,746070,322283,57620,1125973,756948.0,301222.0,30075.0,1088245.0
2018,2019,Public,0,Region XI - Davao Region,15,1,729479,353185,72351,1155015,746070.0,322283.0,57620.0,1125973.0
2019,2020,Public,0,Region XI - Davao Region,15,1,711299,366436,80445,1158180,729479.0,353185.0,72351.0,1155015.0
2020,2021,Public,0,Region XI - Davao Region,15,1,687368,357568,91934,1136870,711299.0,366436.0,80445.0,1158180.0
2010,2011,SUC-LUC,2,Region XI - Davao Region,15,0,0,1098,0,1098,,,,
2011,2012,SUC-LUC,2,Region XI - Davao Region,15,0,0,969,0,969,0.0,1098.0,0.0,1098.0
2012,2013,SUC-LUC,2,Region XI - Davao Region,15,0,0,998,0,998,0.0,969.0,0.0,969.0
2013,2014,SUC-LUC,2,Region XI - Davao Region,15,0,0,126,0,126,0.0,998.0,0.0,998.0
2014,2015,SUC-LUC,2,Region XI - Davao Region,15,0,0,55,0,55,0.0,126.0,0.0,126.0
2016,2017,SUC-LUC,2,Region XI - Davao Region,15,1,0,1,460,461,0.0,55.0,0.0,55.0
2017,2018,SUC-LUC,2,Region XI - Davao Region,15,1,0,0,803,803,0.0,1.0,460.0,461.0
2018,2019,SUC-LUC,2,Region XI - Davao Region,15,1,0,0,477,477,0.0,0.0,803.0,803.0
2019,2020,SUC-LUC,2,Region XI - Davao Region,15,1,0,0,303,303,0.0,0.0,477.0,477.0
2020,2021,SUC-LUC,2,Region XI - Davao Region,15,1,0,0,146,146,0.0,0.0,303.0,303.0
2010,2011,Private,1,Region XII - Soccsksargen,16,0,47426,55747,0,103173,,,,
2011,2012,Private,1,Region XII - Soccsksargen,16,0,49898,55414,0,105312,47426.0,55747.0,0.0,103173.0
2012,2013,Private,1,Region XII - Soccsksargen,16,0,53471,56421,0,109892,49898.0,55414.0,0.0,105312.0
2013,2014,Private,1,Region XII - Soccsksargen,16,0,53885,59020,0,112905,53471.0,56421.0,0.0,109892.0
2014,2015,Private,1,Region XII - Soccsksargen,16,0,54988,59020,0,114008,53885.0,59020.0,0.0,112905.0
2015,2016,Private,1,Region XII - Soccsksargen,16,0,51990,57548,0,109538,54988.0,59020.0,0.0,114008.0
2016,2017,Private,1,Region XII - Soccsksargen,16,1,45538,56220,21994,123752,51990.0,57548.0,0.0,109538.0
2017,2018,Private,1,Region XII - Soccsksargen,16,1,47567,57065,41258,145890,45538.0,56220.0,21994.0,123752.0
2018,2019,Private,1,Region XII - Soccsksargen,16,1,49700,59198,44989,153887,47567.0,57065.0,41258.0,145890.0
2019,2020,Private,1,Region XII - Soccsksargen,16,1,52118,60974,46271,159363,49700.0,59198.0,44989.0,153887.0
2020,2021,Private,1,Region XII - Soccsksargen,16,1,32440,54130,40845,127415,52118.0,60974.0,46271.0,159363.0
2010,2011,Public,0,Region XII - Soccsksargen,16,0,671948,231294,0,903242,,,,
2011,2012,Public,0,Region XII - Soccsksargen,16,0,718458,234371,0,952829,671948.0,231294.0,0.0,903242.0
2012,2013,Public,0,Region XII - Soccsksargen,16,0,723918,236769,0,960687,718458.0,234371.0,0.0,952829.0
2013,2014,Public,0,Region XII - Soccsksargen,16,0,724223,239896,0,964119,723918.0,236769.0,0.0,960687.0
2014,2015,Public,0,Region XII - Soccsksargen,16,0,746858,259067,0,1005925,724223.0,239896.0,0.0,964119.0
2015,2016,Public,0,Region XII - Soccsksargen,16,0,740933,265728,0,1006661,746858.0,259067.0,0.0,1005925.0
2016,2017,Public,0,Region XII - Soccsksargen,16,1,720020,274267,38984,1033271,740933.0,265728.0,0.0,1006661.0
2017,2018,Public,0,Region XII - Soccsksargen,16,1,714246,290838,69644,1074728,720020.0,274267.0,38984.0,1033271.0
2018,2019,Public,0,Region XII - Soccsksargen,16,1,707926,313220,80825,1101971,714246.0,290838.0,69644.0,1074728.0
2019,2020,Public,0,Region XII - Soccsksargen,16,1,692812,327446,88112,1108370,707926.0,313220.0,80825.0,1101971.0
2020,2021,Public,0,Region XII - Soccsksargen,16,1,686531,338085,100421,1125037,692812.0,327446.0,88112.0,1108370.0
2010,2011,SUC-LUC,2,Region XII - Soccsksargen,16,0,479,1789,0,2268,,,,
2011,2012,SUC-LUC,2,Region XII - Soccsksargen,16,0,529,1632,0,2161,479.0,1789.0,0.0,2268.0
2012,2013,SUC-LUC,2,Region XII - Soccsksargen,16,0,772,2034,0,2806,529.0,1632.0,0.0,2161.0
2013,2014,SUC-LUC,2,Region XII - Soccsksargen,16,0,626,2178,0,2804,772.0,2034.0,0.0,2806.0
2014,2015,SUC-LUC,2,Region XII - Soccsksargen,16,0,668,2220,0,2888,626.0,2178.0,0.0,2804.0
2015,2016,SUC-LUC,2,Region XII - Soccsksargen,16,0,361,2167,0,2528,668.0,2220.0,0.0,2888.0
2016,2017,SUC-LUC,2,Region XII - Soccsksargen,16,1,212,1666,1856,3734,361.0,2167.0,0.0,2528.0
2017,2018,SUC-LUC,2,Region XII - Soccsksargen,16,1,212,2095,3023,5330,212.0,1666.0,1856.0,3734.0
2018,2019,SUC-LUC,2,Region XII - Soccsksargen,16,1,206,2195,1982,4383,212.0,2095.0,3023.0,5330.0
2019,2020,SUC-LUC,2,Region XII - Soccsksargen,16,1,194,1843,2026,4063,206.0,2195.0,1982.0,4383.0
2020,2021,SUC-LUC,2,Region XII - Soccsksargen,16,1,170,2185,1843,4198,194.0,1843.0,2026.0,4063.0
