"ML-Ready Dataset — For Use with Linear Regression, GBT, and SVR",,,,,,,,,,
"AY Start
(Feature)","AY End
(Feature)","Sector
(Label)","Sector
Encoded","Region
(Label)","Region
Encoded","SHS
Available","Total
Elementary","Total
High School","Total
Senior HS","Total
Students (TARGET)"
2015,2016,Private,1,Region VII - Central Visayas,12,0,"103,191","105,793",0,"208,984"
2015,2016,Private,1,Region VIII - Eastern Visayas,13,0,"25,208","33,466",0,"58,674"
2015,2016,Private,1,Region IX - Zamboanga Peninsula,9,0,"26,091","28,294",0,"54,385"
2015,2016,Private,1,Region X - Northern Mindanao,14,0,"54,612","67,386",0,"121,998"
2015,2016,Private,1,Region XI - Davao Region,15,0,"68,321","56,374",0,"124,695"
2015,2016,Private,1,Region XII - Soccsksargen,16,0,"51,990","57,548",0,"109,538"
2015,2016,Private,1,CARAGA - CARAGA,2,0,"18,973","25,172",0,"44,145"
2015,2016,Private,1,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,0,"15,432","21,673",0,"37,105"
2015,2016,Private,1,CAR - Cordillera Administrative Region,1,0,"28,978","34,454",0,"63,432"
2015,2016,Private,1,NCR - National Capital Region,3,0,"356,642","218,369",0,"575,011"
2016,2017,Private,1,Region I - Ilocos Region,4,1,"54,136","67,230","24,265","145,631"
2016,2017,Private,1,Region II - Cagayan Valley,5,1,"31,892","44,001","15,975","91,868"
2016,2017,Private,1,Region III - Central Luzon,6,1,"190,991","174,188","83,401","448,580"
2016,2017,Private,1,Region IV-A - CALABARZON,7,1,"314,424","251,916","129,023","695,363"
2016,2017,Private,1,Region IV-B - MIMAROPA,8,1,"19,956","31,051","10,624","61,631"
2016,2017,Private,1,Region V - Bicol Region,10,1,"43,316","59,852","22,101","125,269"
2016,2017,Private,1,Region VI - Western Visayas,11,1,"80,542","76,556","32,799","189,897"
2016,2017,Private,1,Region VII - Central Visayas,12,1,"93,539","103,542","47,777","244,858"
2016,2017,Private,1,Region VIII - Eastern Visayas,13,1,"22,557","34,536","13,103","70,196"
2016,2017,Private,1,Region IX - Zamboanga Peninsula,9,1,"19,726","27,882","17,653","65,261"
2016,2017,Private,1,Region X - Northern Mindanao,14,1,"49,833","67,058","24,350","141,241"
2016,2017,Private,1,Region XI - Davao Region,15,1,"62,908","59,018","32,728","154,654"
2016,2017,Private,1,Region XII - Soccsksargen,16,1,"45,538","56,220","21,994","123,752"
2016,2017,Private,1,CARAGA - CARAGA,2,1,"17,072","25,295","12,859","55,226"
2016,2017,Private,1,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"21,675","29,492","7,037","58,204"
2016,2017,Private,1,CAR - Cordillera Administrative Region,1,1,"26,685","34,239","13,267","74,191"
2016,2017,Private,1,NCR - National Capital Region,3,1,"309,145","191,765","152,699","653,609"
2017,2018,Private,1,Region I - Ilocos Region,4,1,"54,181","67,392","45,213","166,786"
2017,2018,Private,1,Region II - Cagayan Valley,5,1,"31,913","43,993","29,131","105,037"
2017,2018,Private,1,Region III - Central Luzon,6,1,"190,187","176,641","163,762","530,590"
2017,2018,Private,1,Region IV-A - CALABARZON,7,1,"324,579","260,596","249,893","835,068"
2017,2018,Private,1,Region IV-B - MIMAROPA,8,1,"20,187","31,211","20,960","72,358"
2017,2018,Private,1,Region V - Bicol Region,10,1,"43,981","62,402","43,586","149,969"
2017,2018,Private,1,Region VI - Western Visayas,11,1,"81,213","78,752","64,117","224,082"
2017,2018,Private,1,Region VII - Central Visayas,12,1,"96,405","106,541","92,695","295,641"
2017,2018,Private,1,Region VIII - Eastern Visayas,13,1,"22,621","35,922","24,974","83,517"
2017,2018,Private,1,Region IX - Zamboanga Peninsula,9,1,"21,302","28,696","31,364","81,362"
2017,2018,Private,1,Region X - Northern Mindanao,14,1,"49,899","67,479","46,194","163,572"
2017,2018,Private,1,Region XI - Davao Region,15,1,"63,576","60,203","58,664","182,443"
2017,2018,Private,1,Region XII - Soccsksargen,16,1,"47,567","57,065","41,258","145,890"
2017,2018,Private,1,CARAGA - CARAGA,2,1,"17,666","26,664","23,127","67,457"
2017,2018,Private,1,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"20,420","25,178","11,197","56,795"
2017,2018,Private,1,CAR - Cordillera Administrative Region,1,1,"26,330","34,152","26,399","86,881"
2017,2018,Private,1,NCR - National Capital Region,3,1,"326,106","200,243","276,470","802,819"
2018,2019,Private,1,Region I - Ilocos Region,4,1,"57,635","68,209","45,457","171,301"
2018,2019,Private,1,Region II - Cagayan Valley,5,1,"34,450","44,537","31,414","110,401"
2018,2019,Private,1,Region III - Central Luzon,6,1,"200,663","180,963","177,985","559,611"
2018,2019,Private,1,Region IV-A - CALABARZON,7,1,"337,570","267,598","263,216","868,384"
2018,2019,Private,1,Region IV-B - MIMAROPA,8,1,"21,125","31,160","22,778","75,063"
2018,2019,Private,1,Region V - Bicol Region,10,1,"48,689","66,028","47,022","161,739"
2018,2019,Private,1,Region VI - Western Visayas,11,1,"84,372","83,001","67,679","235,052"
2018,2019,Private,1,Region VII - Central Visayas,12,1,"101,870","116,111","101,304","319,285"
2018,2019,Private,1,Region VIII - Eastern Visayas,13,1,"23,652","36,784","26,363","86,799"
2018,2019,Private,1,Region IX - Zamboanga Peninsula,9,1,"23,383","31,458","32,611","87,452"
2018,2019,Private,1,Region X - Northern Mindanao,14,1,"53,365","70,201","49,874","173,440"
2018,2019,Private,1,Region XI - Davao Region,15,1,"65,999","63,511","64,430","193,940"
2018,2019,Private,1,Region XII - Soccsksargen,16,1,"49,700","59,198","44,989","153,887"
2018,2019,Private,1,CARAGA - CARAGA,2,1,"19,607","28,071","23,257","70,935"
2018,2019,Private,1,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"31,732","30,968","15,740","78,440"
2018,2019,Private,1,CAR - Cordillera Administrative Region,1,1,"27,253","34,688","27,565","89,506"
2018,2019,Private,1,NCR - National Capital Region,3,1,"347,060","209,331","298,267","854,658"
2019,2020,Private,1,Region I - Ilocos Region,4,1,"55,850","67,492","46,154","169,496"
2019,2020,Private,1,Region II - Cagayan Valley,5,1,"33,640","44,997","30,588","109,225"
2019,2020,Private,1,Region III - Central Luzon,6,1,"195,473","181,862","178,500","555,835"
2019,2020,Private,1,Region IV-A - CALABARZON,7,1,"331,082","272,157","270,022","873,261"
2019,2020,Private,1,Region IV-B - MIMAROPA,8,1,"21,707","31,589","21,649","74,945"
2019,2020,Private,1,Region V - Bicol Region,10,1,"48,429","67,212","48,999","164,640"
2019,2020,Private,1,Region VI - Western Visayas,11,1,"82,215","85,318","68,765","236,298"
2019,2020,Private,1,Region VII - Central Visayas,12,1,"101,004","115,587","103,474","320,065"
2019,2020,Private,1,Region VIII - Eastern Visayas,13,1,"23,234","35,474","26,762","85,470"
2019,2020,Private,1,Region IX - Zamboanga Peninsula,9,1,"23,563","32,283","33,249","89,095"
2019,2020,Private,1,Region X - Northern Mindanao,14,1,"52,056","71,416","51,024","174,496"
2019,2020,Private,1,Region XI - Davao Region,15,1,"64,884","64,845","66,852","196,581"
2019,2020,Private,1,Region XII - Soccsksargen,16,1,"52,118","60,974","46,271","159,363"
2019,2020,Private,1,CARAGA - CARAGA,2,1,"19,613","29,025","23,122","71,760"
2019,2020,Private,1,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"37,164","34,623","18,363","90,150"
2019,2020,Private,1,CAR - Cordillera Administrative Region,1,1,"26,431","34,699","27,703","88,833"
2019,2020,Private,1,NCR - National Capital Region,3,1,"335,119","209,735","296,385","841,239"
2020,2021,Private,1,Region I - Ilocos Region,4,1,"37,985","59,880","40,780","138,645"
2020,2021,Private,1,Region II - Cagayan Valley,5,1,"25,070","42,221","27,483","94,774"
2020,2021,Private,1,Region III - Central Luzon,6,1,"113,227","152,954","158,372","424,553"
2020,2021,Private,1,Region IV-A - CALABARZON,7,1,"192,332","219,257","237,988","649,577"
2020,2021,Private,1,Region IV-B - MIMAROPA,8,1,"15,937","29,567","20,433","65,937"
2020,2021,Private,1,Region V - Bicol Region,10,1,"32,493","60,747","46,124","139,364"
2020,2021,Private,1,Region VI - Western Visayas,11,1,"54,317","78,456","60,290","193,063"
2020,2021,Private,1,Region VII - Central Visayas,12,1,"63,743","99,497","89,691","252,931"
2020,2021,Private,1,Region VIII - Eastern Visayas,13,1,"16,266","32,481","24,367","73,114"
2020,2021,Private,1,Region IX - Zamboanga Peninsula,9,1,"17,679","28,907","29,746","76,332"
2020,2021,Private,1,Region X - Northern Mindanao,14,1,"33,845","66,447","47,927","148,219"
2020,2021,Private,1,Region XI - Davao Region,15,1,"39,975","53,728","55,356","149,059"
2020,2021,Private,1,Region XII - Soccsksargen,16,1,"32,440","54,130","40,845","127,415"
2020,2021,Private,1,CARAGA - CARAGA,2,1,"13,738","27,281","20,999","62,018"
2020,2021,Private,1,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"31,626","33,411","19,892","84,929"
2020,2021,Private,1,CAR - Cordillera Administrative Region,1,1,"18,466","32,593","24,658","75,717"
2020,2021,Private,1,NCR - National Capital Region,3,1,"207,578","166,822","244,756","619,156"
2010,2011,SUC-LUC,2,Region I - Ilocos Region,4,0,"2,165","2,367",0,"4,532"
2010,2011,SUC-LUC,2,Region II - Cagayan Valley,5,0,0,"1,913",0,"1,913"
2010,2011,SUC-LUC,2,Region III - Central Luzon,6,0,0,"7,587",0,"7,587"
2010,2011,SUC-LUC,2,Region IV-A - CALABARZON,7,0,"2,770","4,011",0,"6,781"
2010,2011,SUC-LUC,2,Region IV-B - MIMAROPA,8,0,"1,176","2,948",0,"4,124"
2010,2011,SUC-LUC,2,Region V - Bicol Region,10,0,"1,481","2,934",0,"4,415"
2010,2011,SUC-LUC,2,Region VI - Western Visayas,11,0,"1,527","4,219",0,"5,746"
2010,2011,SUC-LUC,2,Region VII - Central Visayas,12,0,818,"1,952",0,"2,770"
2010,2011,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,527,"3,036",0,"3,563"
2010,2011,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,0,993,"3,227",0,"4,220"
2010,2011,SUC-LUC,2,Region X - Northern Mindanao,14,0,490,"3,294",0,"3,784"
2010,2011,SUC-LUC,2,Region XI - Davao Region,15,0,0,"1,098",0,"1,098"
2010,2011,SUC-LUC,2,Region XII - Soccsksargen,16,0,479,"1,789",0,"2,268"
2010,2011,SUC-LUC,2,CARAGA - CARAGA,2,0,179,"2,027",0,"2,206"
2010,2011,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,0,"1,521","2,185",0,"3,706"
2010,2011,SUC-LUC,2,CAR - Cordillera Administrative Region,1,0,628,"2,732",0,"3,360"
2010,2011,SUC-LUC,2,NCR - National Capital Region,3,0,"1,808","2,547",0,"4,355"
2011,2012,SUC-LUC,2,Region I - Ilocos Region,4,0,"2,418","2,496",0,"4,914"
2011,2012,SUC-LUC,2,Region II - Cagayan Valley,5,0,0,"1,890",0,"1,890"
2011,2012,SUC-LUC,2,Region III - Central Luzon,6,0,0,"7,702",0,"7,702"
2011,2012,SUC-LUC,2,Region IV-A - CALABARZON,7,0,"2,587","4,373",0,"6,960"
2011,2012,SUC-LUC,2,Region IV-B - MIMAROPA,8,0,"1,111","2,298",0,"3,409"
2011,2012,SUC-LUC,2,Region V - Bicol Region,10,0,"1,448","3,122",0,"4,570"
2011,2012,SUC-LUC,2,Region VI - Western Visayas,11,0,"2,325","4,723",0,"7,048"
2011,2012,SUC-LUC,2,Region VII - Central Visayas,12,0,981,"1,196",0,"2,177"
2011,2012,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,502,"3,271",0,"3,773"
2011,2012,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,0,"1,091","2,661",0,"3,752"
2011,2012,SUC-LUC,2,Region X - Northern Mindanao,14,0,490,"3,157",0,"3,647"
2011,2012,SUC-LUC,2,Region XI - Davao Region,15,0,0,969,0,969
2011,2012,SUC-LUC,2,Region XII - Soccsksargen,16,0,529,"1,632",0,"2,161"
2011,2012,SUC-LUC,2,CARAGA - CARAGA,2,0,77,"1,930",0,"2,007"
2011,2012,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,0,"2,641","12,652",0,"15,293"
2011,2012,SUC-LUC,2,CAR - Cordillera Administrative Region,1,0,944,"3,761",0,"4,705"
2011,2012,SUC-LUC,2,NCR - National Capital Region,3,0,975,"1,766",0,"2,741"
2012,2013,SUC-LUC,2,Region I - Ilocos Region,4,0,"2,237","2,201",0,"4,438"
2012,2013,SUC-LUC,2,Region II - Cagayan Valley,5,0,0,"1,890",0,"1,890"
2012,2013,SUC-LUC,2,Region III - Central Luzon,6,0,0,"7,129",0,"7,129"
2012,2013,SUC-LUC,2,Region IV-A - CALABARZON,7,0,"2,705","4,464",0,"7,169"
2012,2013,SUC-LUC,2,Region IV-B - MIMAROPA,8,0,"1,126","2,129",0,"3,255"
2012,2013,SUC-LUC,2,Region V - Bicol Region,10,0,"1,543","3,695",0,"5,238"
2012,2013,SUC-LUC,2,Region VI - Western Visayas,11,0,"2,564","5,502",0,"8,066"
2012,2013,SUC-LUC,2,Region VII - Central Visayas,12,0,885,"1,155",0,"2,040"
2012,2013,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,481,"3,187",0,"3,668"
2012,2013,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,0,0,"2,254",0,"2,254"
2012,2013,SUC-LUC,2,Region X - Northern Mindanao,14,0,490,"3,157",0,"3,647"
2012,2013,SUC-LUC,2,Region XI - Davao Region,15,0,0,998,0,998
2012,2013,SUC-LUC,2,Region XII - Soccsksargen,16,0,772,"2,034",0,"2,806"
2012,2013,SUC-LUC,2,CARAGA - CARAGA,2,0,0,"2,432",0,"2,432"
2012,2013,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,0,"2,549","12,814",0,"15,363"
2012,2013,SUC-LUC,2,CAR - Cordillera Administrative Region,1,0,600,"3,761",0,"4,361"
2012,2013,SUC-LUC,2,NCR - National Capital Region,3,0,969,"1,897",0,"2,866"
2013,2014,SUC-LUC,2,Region I - Ilocos Region,4,0,"2,267","2,321",0,"4,588"
2013,2014,SUC-LUC,2,Region II - Cagayan Valley,5,0,43,"1,676",0,"1,719"
2013,2014,SUC-LUC,2,Region III - Central Luzon,6,0,0,"6,349",0,"6,349"
2013,2014,SUC-LUC,2,Region IV-A - CALABARZON,7,0,"2,188","4,138",0,"6,326"
2013,2014,SUC-LUC,2,Region IV-B - MIMAROPA,8,0,875,"1,888",0,"2,763"
2013,2014,SUC-LUC,2,Region V - Bicol Region,10,0,"1,010","2,546",0,"3,556"
2013,2014,SUC-LUC,2,Region VI - Western Visayas,11,0,"1,181","2,585",0,"3,766"
2013,2014,SUC-LUC,2,Region VII - Central Visayas,12,0,758,"1,597",0,"2,355"
2013,2014,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,526,"2,809",0,"3,335"
2013,2014,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,0,28,"2,085",0,"2,113"
2013,2014,SUC-LUC,2,Region X - Northern Mindanao,14,0,425,"2,487",0,"2,912"
2013,2014,SUC-LUC,2,Region XI - Davao Region,15,0,0,126,0,126
2013,2014,SUC-LUC,2,Region XII - Soccsksargen,16,0,626,"2,178",0,"2,804"
2013,2014,SUC-LUC,2,CARAGA - CARAGA,2,0,189,"1,434",0,"1,623"
2013,2014,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,0,"1,758","7,343",0,"9,101"
2013,2014,SUC-LUC,2,CAR - Cordillera Administrative Region,1,0,939,"1,931",0,"2,870"
2013,2014,SUC-LUC,2,NCR - National Capital Region,3,0,929,"1,889",0,"2,818"
2014,2015,SUC-LUC,2,Region I - Ilocos Region,4,0,"2,249","2,268",0,"4,517"
2014,2015,SUC-LUC,2,Region II - Cagayan Valley,5,0,0,"1,280",0,"1,280"
2014,2015,SUC-LUC,2,Region III - Central Luzon,6,0,31,"5,485",0,"5,516"
2014,2015,SUC-LUC,2,Region IV-A - CALABARZON,7,0,"2,429","3,384",0,"5,813"
2014,2015,SUC-LUC,2,Region IV-B - MIMAROPA,8,0,881,"1,670",0,"2,551"
2014,2015,SUC-LUC,2,Region V - Bicol Region,10,0,"1,079","2,276",0,"3,355"
2014,2015,SUC-LUC,2,Region VI - Western Visayas,11,0,732,"2,133",0,"2,865"
2014,2015,SUC-LUC,2,Region VII - Central Visayas,12,0,684,965,0,"1,649"
2014,2015,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,536,"2,339",0,"2,875"
2014,2015,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,0,0,"1,199",0,"1,199"
2014,2015,SUC-LUC,2,Region X - Northern Mindanao,14,0,0,"2,526",0,"2,526"
2014,2015,SUC-LUC,2,Region XI - Davao Region,15,0,0,55,0,55
2014,2015,SUC-LUC,2,Region XII - Soccsksargen,16,0,668,"2,220",0,"2,888"
2014,2015,SUC-LUC,2,CARAGA - CARAGA,2,0,230,914,0,"1,144"
2014,2015,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,0,"1,164","3,267",0,"4,431"
2014,2015,SUC-LUC,2,CAR - Cordillera Administrative Region,1,0,567,"1,525",0,"2,092"
2014,2015,SUC-LUC,2,NCR - National Capital Region,3,0,901,"1,883",0,"2,784"
2015,2016,SUC-LUC,2,Region I - Ilocos Region,4,0,"1,904","1,973",0,"3,877"
2015,2016,SUC-LUC,2,Region II - Cagayan Valley,5,0,0,499,0,499
2015,2016,SUC-LUC,2,Region III - Central Luzon,6,0,476,"3,549",0,"4,025"
2015,2016,SUC-LUC,2,Region IV-A - CALABARZON,7,0,"1,666","4,306",0,"5,972"
2015,2016,SUC-LUC,2,Region IV-B - MIMAROPA,8,0,732,"1,343",0,"2,075"
2015,2016,SUC-LUC,2,Region V - Bicol Region,10,0,932,"1,802",0,"2,734"
2015,2016,SUC-LUC,2,Region VI - Western Visayas,11,0,109,"1,488",0,"1,597"
2015,2016,SUC-LUC,2,Region VII - Central Visayas,12,0,422,843,0,"1,265"
2015,2016,SUC-LUC,2,Region VIII - Eastern Visayas,13,0,261,"2,027",0,"2,288"
2015,2016,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,0,566,"2,461",0,"3,027"
2015,2016,SUC-LUC,2,Region X - Northern Mindanao,14,0,0,"1,320",0,"1,320"
2015,2016,SUC-LUC,2,Region XII - Soccsksargen,16,0,361,"2,167",0,"2,528"
2015,2016,SUC-LUC,2,CARAGA - CARAGA,2,0,213,223,0,436
2015,2016,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,0,"2,271","16,786",0,"19,057"
2015,2016,SUC-LUC,2,CAR - Cordillera Administrative Region,1,0,618,"1,709",0,"2,327"
2015,2016,SUC-LUC,2,NCR - National Capital Region,3,0,263,"1,407",0,"1,670"
2016,2017,SUC-LUC,2,Region I - Ilocos Region,4,1,"1,902","2,359","2,686","6,947"
2016,2017,SUC-LUC,2,Region II - Cagayan Valley,5,1,0,326,881,"1,207"
2016,2017,SUC-LUC,2,Region III - Central Luzon,6,1,0,"4,036","5,987","10,023"
2016,2017,SUC-LUC,2,Region IV-A - CALABARZON,7,1,"1,676","2,146","2,219","6,041"
2016,2017,SUC-LUC,2,Region IV-B - MIMAROPA,8,1,873,"1,655","3,034","5,562"
2016,2017,SUC-LUC,2,Region V - Bicol Region,10,1,625,"2,521","1,402","4,548"
2016,2017,SUC-LUC,2,Region VI - Western Visayas,11,1,731,"3,079","1,601","5,411"
2016,2017,SUC-LUC,2,Region VII - Central Visayas,12,1,615,961,"2,313","3,889"
2016,2017,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,540,"2,242","3,052","5,834"
2016,2017,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,1,587,"1,879","2,456","4,922"
2016,2017,SUC-LUC,2,Region X - Northern Mindanao,14,1,499,"3,574","4,466","8,539"
2016,2017,SUC-LUC,2,Region XI - Davao Region,15,1,0,1,460,461
2016,2017,SUC-LUC,2,Region XII - Soccsksargen,16,1,212,"1,666","1,856","3,734"
2016,2017,SUC-LUC,2,CARAGA - CARAGA,2,1,213,652,"1,090","1,955"
2016,2017,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"1,724","15,546","2,257","19,527"
2016,2017,SUC-LUC,2,CAR - Cordillera Administrative Region,1,1,674,"1,798","1,196","3,668"
2016,2017,SUC-LUC,2,NCR - National Capital Region,3,1,932,"1,263","14,515","16,710"
2017,2018,SUC-LUC,2,Region I - Ilocos Region,4,1,"1,902","2,340","6,378","10,620"
2017,2018,SUC-LUC,2,Region II - Cagayan Valley,5,1,0,202,"1,178","1,380"
2017,2018,SUC-LUC,2,Region III - Central Luzon,6,1,0,"3,680","9,582","13,262"
2017,2018,SUC-LUC,2,Region IV-A - CALABARZON,7,1,"1,676","3,856","4,933","10,465"
2017,2018,SUC-LUC,2,Region IV-B - MIMAROPA,8,1,873,"1,752","5,315","7,940"
2017,2018,SUC-LUC,2,Region V - Bicol Region,10,1,625,"2,192","2,810","5,627"
2017,2018,SUC-LUC,2,Region VI - Western Visayas,11,1,731,"2,814","4,836","8,381"
2017,2018,SUC-LUC,2,Region VII - Central Visayas,12,1,615,"1,063","3,631","5,309"
2017,2018,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,540,"2,681","5,720","8,941"
2017,2018,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,1,587,"2,156","3,194","5,937"
2017,2018,SUC-LUC,2,Region X - Northern Mindanao,14,1,499,"4,658","8,226","13,383"
2017,2018,SUC-LUC,2,Region XI - Davao Region,15,1,0,0,803,803
2017,2018,SUC-LUC,2,Region XII - Soccsksargen,16,1,212,"2,095","3,023","5,330"
2017,2018,SUC-LUC,2,CARAGA - CARAGA,2,1,213,596,"1,540","2,349"
2017,2018,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"1,724","15,214","3,197","20,135"
2017,2018,SUC-LUC,2,CAR - Cordillera Administrative Region,1,1,674,"1,405","2,365","4,444"
2017,2018,SUC-LUC,2,NCR - National Capital Region,3,1,932,"1,790","22,583","25,305"
2018,2019,SUC-LUC,2,Region I - Ilocos Region,4,1,"1,884","2,272","5,263","9,419"
2018,2019,SUC-LUC,2,Region II - Cagayan Valley,5,1,0,102,690,792
2018,2019,SUC-LUC,2,Region III - Central Luzon,6,1,20,"4,550","7,773","12,343"
2018,2019,SUC-LUC,2,Region IV-A - CALABARZON,7,1,"1,825","4,103","5,778","11,706"
2018,2019,SUC-LUC,2,Region IV-B - MIMAROPA,8,1,837,"1,755","5,019","7,611"
2018,2019,SUC-LUC,2,Region V - Bicol Region,10,1,551,"1,522","2,351","4,424"
2018,2019,SUC-LUC,2,Region VI - Western Visayas,11,1,774,"2,699","4,679","8,152"
2018,2019,SUC-LUC,2,Region VII - Central Visayas,12,1,569,974,"3,261","4,804"
2018,2019,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,558,"2,836","4,048","7,442"
2018,2019,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,1,456,"2,236","4,083","6,775"
2018,2019,SUC-LUC,2,Region X - Northern Mindanao,14,1,516,"4,779","6,206","11,501"
2018,2019,SUC-LUC,2,Region XI - Davao Region,15,1,0,0,477,477
2018,2019,SUC-LUC,2,Region XII - Soccsksargen,16,1,206,"2,195","1,982","4,383"
2018,2019,SUC-LUC,2,CARAGA - CARAGA,2,1,239,478,794,"1,511"
2018,2019,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"1,830","20,155","4,178","26,163"
2018,2019,SUC-LUC,2,CAR - Cordillera Administrative Region,1,1,635,"1,805","2,887","5,327"
2018,2019,SUC-LUC,2,NCR - National Capital Region,3,1,916,"1,768","22,799","25,483"
2019,2020,SUC-LUC,2,Region I - Ilocos Region,4,1,"1,912","2,159","2,953","7,024"
2019,2020,SUC-LUC,2,Region II - Cagayan Valley,5,1,0,47,495,542
2019,2020,SUC-LUC,2,Region III - Central Luzon,6,1,16,"4,745","6,650","11,411"
2019,2020,SUC-LUC,2,Region IV-A - CALABARZON,7,1,"1,696","3,462","6,613","11,771"
2019,2020,SUC-LUC,2,Region IV-B - MIMAROPA,8,1,835,"1,922","4,979","7,736"
2019,2020,SUC-LUC,2,Region V - Bicol Region,10,1,494,"1,452","2,369","4,315"
2019,2020,SUC-LUC,2,Region VI - Western Visayas,11,1,672,"2,442","1,938","5,052"
2019,2020,SUC-LUC,2,Region VII - Central Visayas,12,1,371,706,"1,642","2,719"
2019,2020,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,374,"2,439","2,240","5,053"
2019,2020,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,1,107,"2,379","3,424","5,910"
2019,2020,SUC-LUC,2,Region X - Northern Mindanao,14,1,493,"4,726","4,515","9,734"
2019,2020,SUC-LUC,2,Region XI - Davao Region,15,1,0,0,303,303
2019,2020,SUC-LUC,2,Region XII - Soccsksargen,16,1,194,"1,843","2,026","4,063"
2019,2020,SUC-LUC,2,CARAGA - CARAGA,2,1,237,405,528,"1,170"
2019,2020,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"1,923","21,570","5,681","29,174"
2019,2020,SUC-LUC,2,CAR - Cordillera Administrative Region,1,1,643,"1,641","2,687","4,971"
2019,2020,SUC-LUC,2,NCR - National Capital Region,3,1,230,"1,169","18,659","20,058"
2020,2021,SUC-LUC,2,Region I - Ilocos Region,4,1,"1,762","2,113","2,368","6,243"
2020,2021,SUC-LUC,2,Region II - Cagayan Valley,5,1,0,0,660,660
2020,2021,SUC-LUC,2,Region III - Central Luzon,6,1,4,"2,873","6,393","9,270"
2020,2021,SUC-LUC,2,Region IV-A - CALABARZON,7,1,"1,470","3,146","6,890","11,506"
2020,2021,SUC-LUC,2,Region IV-B - MIMAROPA,8,1,800,"1,798","2,979","5,577"
2020,2021,SUC-LUC,2,Region V - Bicol Region,10,1,379,"1,212","1,831","3,422"
2020,2021,SUC-LUC,2,Region VI - Western Visayas,11,1,688,"2,325",940,"3,953"
2020,2021,SUC-LUC,2,Region VII - Central Visayas,12,1,2,539,923,"1,464"
2020,2021,SUC-LUC,2,Region VIII - Eastern Visayas,13,1,581,"2,861","2,228","5,670"
2020,2021,SUC-LUC,2,Region IX - Zamboanga Peninsula,9,1,0,"2,292","1,963","4,255"
2020,2021,SUC-LUC,2,Region X - Northern Mindanao,14,1,480,"4,916","4,964","10,360"
2020,2021,SUC-LUC,2,Region XI - Davao Region,15,1,0,0,146,146
2020,2021,SUC-LUC,2,Region XII - Soccsksargen,16,1,170,"2,185","1,843","4,198"
2020,2021,SUC-LUC,2,CARAGA - CARAGA,2,1,226,403,519,"1,148"
2020,2021,SUC-LUC,2,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,1,"2,097","21,428","6,754","30,279"
2020,2021,SUC-LUC,2,CAR - Cordillera Administrative Region,1,1,597,"1,500","2,211","4,308"
2020,2021,SUC-LUC,2,NCR - National Capital Region,3,1,501,"1,188","14,607","16,296"
